"","Immune.mergedColors","Immune.magenta","Immune.blue","Immune.black","Immune.red","Immune.greenyellow","Immune.pink","Immune.purple","Immune.turquoise","Immune.brown","Immune.yellow","Immune.magenta.p","Immune.blue.p","Immune.black.p","Immune.red.p","Immune.greenyellow.p","Immune.pink.p","Immune.purple.p","Immune.turquoise.p","Immune.brown.p","Immune.yellow.p"
"total % CD3 d0","grey",-0.0181109567506358,-0.114403331590587,-0.0222617403430956,-0.0519853965025498,0.150602275215198,-0.134756162006512,-0.0179006590025621,-0.125820119720795,0.186601875037323,-0.115291825791492,0.689523623819121,0.0113516632870001,0.623368082631849,0.251214320271928,0.000835161391056027,0.00282732707522194,0.692944724190367,0.00533195255143775,3.29066996464489e-05,0.0107267611818557
"CD8+ MAIT % RO+ CD27+ d0","grey",-0.0114528897132136,-0.0696393653183165,-0.0648743503641021,0.00796611512233844,0.209875536359075,0.168566116895475,0.0460877254650825,-0.079250794158068,0.0339441881904426,-0.0166758911661198,0.800560466596942,0.124076578809596,0.152021756019867,0.860522246610015,2.84906912454755e-06,0.000180500602737214,0.309112521210134,0.0799856131173488,0.453908838668024,0.712991381240771
"CD8+ DN+ MAIT % RO+ CD27+ d0","grey",-0.0172912657446367,-0.0830479545287107,-0.0850338672724783,-0.0342612859348261,0.19697267523655,0.150793113785669,0.0468636658665301,-0.0919701217760386,0.00609938847883554,-0.0319483545280622,0.702893361000508,0.066514750962248,0.0602478795564456,0.449700405361577,1.14590097664255e-05,0.000822371672293287,0.301029350632733,0.0420654348273794,0.892980372148125,0.480899331193477
"% CD8+ M total CXCR3+ d0","grey",-0.0105640996240038,-0.109081478024152,-0.0604483299218243,-0.117121248699115,0.11734963930839,-0.0821952051515603,0.0934621072422308,-0.0689331734585549,0.0304450902430664,0.115474984025441,0.815748814105871,0.0158136700871169,0.182035350184021,0.00953528789735838,0.00939512318356848,0.069365301748641,0.0388290050424606,0.127945697955031,0.501790312852861,0.0106017984626575
"% CD8+ M CCR4- CXCR3+ d0","grey",-0.140840076970734,-0.0729570119936395,-0.0592122499463938,-0.0460116144906452,0.137264113968749,-0.0501182036832961,0.117093445725254,-0.0810179054690845,0.0570641768800512,0.0420630909145115,0.00179596510811883,0.107105087110672,0.191152610621894,0.309913020049751,0.00235003041133092,0.26866594117054,0.00955247705273072,0.0734643389756061,0.207785920226556,0.353311116894922
"NK % CD56hi CD16-","grey",-0.0914713556523843,-0.0888880208147146,-0.101371984103925,-0.0346681633062151,0.114745452930704,-0.0274414641745804,0.0271764520217644,-0.145416400267673,0.00284183441938961,-0.00145395346240495,0.0431969041804231,0.0494755038802917,0.0249798585885607,0.444332887335763,0.0111073238240623,0.544924178086642,0.548816196651105,0.00126162355142287,0.95001992204021,0.974416621437785
"% viable CD3- CCR6- GzA- INFg+ d1","grey",-0.111207119905221,-0.0698387563708421,-0.065236200106214,0.0663347337403653,0.16945039687586,0.00568141362674321,0.118212259440975,-0.116397088398005,0.0938868113546789,0.0200614110998159,0.0138742048070188,0.123000787858445,0.14974484381319,0.142991221030879,0.000166692649560472,0.900274544739257,0.00888211433246879,0.00999208039150873,0.0379472390288808,0.658102771500795
"% CD4+ M CXCR5+ CCR7+ d0","grey",-0.0606490441265839,-0.0830284867977716,-0.0823277863381764,-0.144253372258474,0.144279431792611,-0.0199437885163497,0.0169857894609625,-0.1295949275517,0.101381968365896,-0.016692376957231,0.180585759425486,0.06657873749644,0.0689156561626218,0.00138142072568581,0.00137862568691146,0.659981336666821,0.707899689601611,0.00409748904714481,0.0249655093181886,0.712720192660782
"viable CD8+ MAIT d6","grey",0.0491730492821025,0.117058932318278,0.0865587892204605,0.17196221709354,0.0736245609317029,0.184645443843329,-0.0289356581865387,-0.067636423013647,0.0917982604380766,0.0759465083711411,0.277809038646784,0.00957385324209525,0.0557740462588022,0.000132679465679608,0.103922832345042,3.99006428100396e-05,0.523239181656255,0.135293161886617,0.0424524522796221,0.0934336734863185
"% CD8+ MAIT total TNFa+ d6","grey",-0.0418628011228361,0.187573527570106,0.00422838500960057,0.109666054459886,0.118615470724473,0.165547507607769,-0.0658697160985884,-0.0412837769916855,0.106492629018358,0.0806653449063607,0.355610050327752,2.98811061258624e-05,0.925693154781346,0.0152579180429208,0.00865099223038945,0.000236140398457268,0.145821077092635,0.362308864104524,0.018493653355901,0.0747295915794936
"viable total CD8+ d6","grey",-0.0566533640185797,0.112066679081295,0.115665064468868,0.162093702014663,-0.0252652528174504,0.0644463889000008,0.0444317512492297,-0.0675376401064206,0.068494860948541,-0.0235235160901124,0.211082741476487,0.0131514246829293,0.0104734794334352,0.000319333669109132,0.57728260750299,0.154748477601647,0.326837222943391,0.135865925285221,0.130393782023431,0.603813640102866
"% CD8+ M CCR4+ CXCR3+ d0","grey",0.230608559193675,-0.119322453800493,-0.0423880253301334,-0.192746131173632,0.0317857661312822,-0.0978768282310863,0.00729301629819794,-0.0232603654121258,-0.028605419836892,0.199037865020072,2.52101455679649e-07,0.00825865471837918,0.349601486399101,1.77341587039028e-05,0.483135820713856,0.0304610438544217,0.872201790692486,0.607869122620048,0.527993600196297,9.22541672825589e-06
"% CD8+ in total MAIT d6","grey",0.0471864766039782,-0.0381727753842305,-0.00861712510355874,-0.022107040720704,-0.0209239029038425,0.129440484157102,0.0484641151464532,-0.0860519199908124,0.00598557006563196,0.0617625368344193,0.297708269143404,0.399634371297421,0.84925481850467,0.625784248572423,0.644394125584091,0.0041424257642918,0.284804121150456,0.0572294584207916,0.894965775163515,0.172698863594302
"% CD4+ RO+ CCR6+ INFg- IL4+ d1","grey",0.105758174922978,-0.098101118718474,-0.0816535659183887,-0.100528500367569,0.0469417913381173,-0.0840775020921878,-0.112452543325332,-0.116550175141803,-0.0810958409568661,-0.0489785566600132,0.0193227420982595,0.0300806997138369,0.0712272720093368,0.0262180923819223,0.300223346893949,0.0632021060276695,0.0128379023730443,0.00989392663332599,0.0731870183415202,0.279716392072806
"% CD8+ M CCR7+ CXCR5+ d0","grey",0.263003939637007,0.0642696820348918,-0.0368962634808056,-0.178608151133593,0.0807104468930247,-0.116139057871214,-0.0893690988358082,-0.175838674748662,-0.0297289993685892,-0.0600947000103038,3.52028673440689e-09,0.155885092596816,0.415594018976414,7.14231994366555e-05,0.0745667485406807,0.0101594784098881,0.0482516228775331,9.27068136880223e-05,0.511907701302814,0.184610227905379
"% CD4+ M CXCR5+ CCR7- d0","grey",-0.0963685366920397,0.0290919369487554,-0.00604295419787723,-0.120216054795518,0.0251482979232783,0.0401586051952129,-0.055915664146798,-0.0476996177415702,0.0367699547408272,-0.157650844162769,0.0331272520707328,0.520996907583786,0.893964706462378,0.00778550533894447,0.57904686733168,0.375549717751562,0.21709721362481,0.292479484243886,0.417193346799407,0.000466707537480322
"% CD8+ M CCR7- CXCR5+ d0","grey",0.0362881133621097,0.104419198484201,0.0546671435806596,-0.00640192244305117,0.143522962921202,0.0220763780508698,0.0489001682492864,-0.0911831338409134,0.0542056967068607,-0.0560388968511079,0.423327576421363,0.0209178084738567,0.227554615559274,0.887706372666006,0.00146191282351346,0.626263628680544,0.280487635840692,0.0438623580594054,0.231508774905155,0.216084036906295
"CD8+ DN+ MAIT % RO- CD27+ d0","grey",0.164236597461409,-0.104106154046954,0.0819571225122328,-0.07227358573179,-0.108212322340352,-0.16435786467273,-0.105275449952776,-0.0922164248634527,-0.13657531721334,-0.0676487557124864,0.00026498807273873,0.0213068172636285,0.070178780798545,0.110442261431257,0.0166727726608533,0.000262187252246447,0.0198851384172852,0.0415159732017188,0.0024731986103487,0.13522178516534
"NK % CD56lo CD16-","grey",-0.0555590838317338,-0.011519718396627,0.0332171160330914,-0.0235705551344651,-0.0741865790438378,-0.1003860214618,-0.0256914978500496,0.0687627757715298,0.0167365928535067,-0.0106523459142259,0.220048072978349,0.799421401327014,0.463641438411806,0.60308998798423,0.101302127981195,0.0264323894201268,0.570874176129406,0.128893143732365,0.711993027207645,0.814237601366816
"CD8+ MAIT % RO- CD27+ d0","grey",0.145654187010307,-0.115363885821079,0.0956977334478785,-0.0485948447907509,-0.111567756263249,-0.176410058775753,-0.0979902508978804,-0.0794210830502841,-0.124971225803843,-0.0572787595349356,0.0012383396748541,0.0106774421002076,0.0343755495421728,0.283505353720651,0.0135668036565638,8.78782584673567e-05,0.0302681939600339,0.0793374387221861,0.00565200221200481,0.206078745929063
"% CD8+ MAIT INFg+ TNFa- d6","grey",0.0751821606435547,-0.143421568755214,0.148941555734804,0.0594950444188666,-0.0574947489175461,-0.0531207131335433,-0.0200945538881918,0.0510017913508217,-0.063551227984386,0.0193207241180973,0.0967887690583331,0.00147342105991457,0.000954480387019081,0.189037741650825,0.204370660001318,0.240997054767613,0.65757383156761,0.260306708117266,0.160571438899046,0.66996781369519
"% DN RO+ CCR6- INFg+ TNFa- d1","grey",-0.0674207562889115,-0.0739852273826404,-0.120311173268794,0.0236635048847328,-0.107660232082356,-0.0831509896247361,0.17548877539853,0.0698161702789632,-0.0242058594538641,-0.0176871460693555,0.136546050390885,0.102234937117666,0.00773659537212053,0.601661187239665,0.0172394550538888,0.0661769355330368,9.578586290541e-05,0.123122282489154,0.593354779660757,0.696424526494783
"% CD19+ CD3- CD27+ IgG- d0","grey",-0.0523035001654716,-0.0559570936586874,-0.106835045976431,0.0244954921034881,-0.0123425908371484,0.081158622789064,0.153267665925677,0.161370485395981,0.00891397851255483,0.103542003381586,0.248321638714683,0.216756215043394,0.0181178417273206,0.588940476740402,0.78543147380632,0.0729642409345124,0.000672135021384523,0.000339909000509929,0.844127024058398,0.0220237424717261
"NK % CD56+ CD16+","grey",0.0506601314090786,-0.0175327085219054,-0.0179272589460719,-0.0199237214288205,0.163143894627528,0.104720603242497,0.0756029804584958,0.00898092897051522,0.0292131079855371,0.0746954838314565,0.263517473937769,0.698945507814431,0.692511652493587,0.660302044571809,0.000291517076400133,0.0205491095625711,0.0949298944513683,0.842971434878567,0.519261757371687,0.0989746180450436
"% CD19+ CD3- d0","grey",-0.0482887215414748,-0.0886981097303857,-0.0773967589545408,-0.0134639865052743,-0.064985296044639,0.00540491236192468,0.0473388037554501,0.00120209800282486,-0.0288875810785154,0.0808545311060955,0.286552907957881,0.0499657404376282,0.0873238938505292,0.766477764255136,0.151320862598883,0.905104487553714,0.296149633842719,0.978847059507753,0.523929979610473,0.0740484605698244
"% CD4+ CCR7+ RO- CCR4+ d0","grey",0.171982820517713,-0.0265787672183792,0.176600623500761,0.0685748032007335,-0.0958192144416767,0.0834580824250562,0.011349250346383,0.0753125620343525,-0.145022385388769,0.152257631856637,0.000132429575358475,0.55764380545391,8.63212492656702e-05,0.129944603460018,0.0341465592295945,0.0651784382623171,0.802327789399957,0.0962096731259978,0.00130109387631978,0.000730087808151048
"% CD3- CD19- CD14+ CD16+","grey",0.00619029182729623,-0.0427141771245857,0.121368756441254,0.123115239203498,0.063602938921853,0.0353975242286109,0.0946753316554304,0.0967840076348186,-0.0739028449582952,0.0367381610287685,0.891395169882595,0.345902839074071,0.00721099307134546,0.00641265534849072,0.160230632581086,0.434802995752887,0.0363551105330914,0.0323736632564188,0.102618552075881,0.417596489540274
"% DR+ CD3- d0","grey",-0.0312387112965394,-0.0708425252218402,-0.0995456689422721,0.00269821804366661,-0.0729570188653101,0.024767895789876,0.0532063428000115,-0.00436925407808455,-0.172350793146956,-0.00583263727334423,0.490702018737098,0.117695007855076,0.027727266691918,0.952542689846277,0.107105053961222,0.584802604125896,0.240238438306923,0.923225122594669,0.000128040370961818,0.897634504711047
"% viable CD3- CCR6- d1","grey",0.0142082433752049,0.18158899444614,0.0833027745689606,0.0951007404073935,0.0365013834314739,0.121057247451063,0.128273583823551,0.202706886288469,0.0786932213053822,0.156283370893547,0.753974122084109,5.37047154940219e-05,0.0656818549580312,0.0355199744151461,0.420606008843903,0.00736238630268965,0.00449661381746691,6.24135688169756e-06,0.0821379888473672,0.000523492112789132
"NK Cells (% CD3- 2B4+)","grey",0.051057501105882,0.191371179130783,0.0953132977590315,0.0849328416751843,-0.0954217983277688,0.164579587715387,-0.0170815755633701,0.136695200927931,-0.0576878747163793,0.16971099498911,0.259785743037731,2.04001219914841e-05,0.0351088449402065,0.060554457022242,0.0349005484036315,0.000257137689803812,0.706328522323111,0.0024513469112735,0.202852098651237,0.000162816408365876
"% CD19- CD3- d0","grey",0.022097479908655,0.128277736569355,0.0957828313332278,0.0413135211932398,-0.222197044919864,0.126758827278518,-0.0303630967062698,0.199807548587957,-0.132406976676328,0.11279972463826,0.62593370537849,0.00449530627160622,0.0342150042435945,0.361962840953696,6.93693546071611e-07,0.00499711670747224,0.502943396283757,8.50436934273775e-06,0.00335279150910006,0.0125614648118954
"% CD8+ and DN","red",-0.229320389562261,0.15839399276896,0.236724668606597,0.880901759834547,0.0443189570949783,0.00967995500647641,0.166851495708278,0.199613742823264,0.25003912608856,0.156913530834964,2.95120552204745e-07,0.000438305049815668,1.17818978228129e-07,2.53436370270817e-160,0.328067994899352,0.830926571001232,0.000210380842347521,8.68069531854216e-06,2.09081571311301e-08,0.000496570885315433
"total % CD8+ d0","red",-0.243937682033457,0.0758453385488875,0.266759758945548,0.766296713400524,0.00383935663481536,-0.0671119714473514,0.077572033883904,0.227340679889794,0.294134962037156,0.0685470361033526,4.67582026711681e-08,0.0938723416856056,2.06275927700489e-09,1.26712262063663e-95,0.932512580842102,0.138355411858286,0.0866077600713744,3.75297968444657e-07,3.2451761378432e-11,0.130100484975908
"total % CD8+ d6","red",-0.169715240326121,0.0470849417150377,0.219676047756389,0.729889924862889,0.0106055653062037,0.00423310807328983,0.204968704442657,0.246782100755358,0.277189511863201,0.195127257768418,0.000162753967133538,0.298750219920074,9.32438710369821e-07,1.7045033294551e-82,0.815038631180694,0.925610394815621,4.88777645632799e-06,3.22148913460338e-08,4.47423401020978e-10,1.38822831255218e-05
"% DN d6","red",-0.229220812767795,0.300781589857172,0.133857148883883,0.699684932567966,0.0915688518312503,0.0128716065479487,-0.0126507436157542,-0.0179521055443136,0.0486628927654536,-0.0151014356671271,2.98725313887072e-07,1.10455180064872e-11,0.00301885629537167,3.95247911556677e-73,0.0429737363637104,0.776473543246075,0.780209932524081,0.692107217371342,0.282830898517311,0.739053062949213
"total % DN d0","red",-0.206478278252528,0.242188873441629,0.120845465742644,0.695511043921345,0.0308068704752552,0.0753838262850352,0.00446302306971738,0.0503338279818906,0.061471995714791,0.0583276381342401,4.14565488354611e-06,5.86601221364081e-08,0.00746692899604508,6.29620420172269e-72,0.496719263365977,0.0958943676711801,0.921582692713764,0.266609259905768,0.174731573195871,0.197880151140928
"% DN RO+ CCR6- total INFg+ d1","red",-0.404999037774635,0.0958037261749606,0.218847120141137,0.660116663181188,0.188482937341659,0.0336525359889356,0.186915675248296,0.167573553457446,0.239076071204154,0.0236400818340342,1.00057270597784e-20,0.0341756819552967,1.02689655037964e-06,1.6586883404847e-62,2.72897220065223e-05,0.457799036926375,3.18991994269192e-05,0.000197273510013755,8.74537562152403e-08,0.602021097142134
"% DN RO+ CCR6- INFg+ TNFa+ d1","red",-0.399058285269428,0.103535006717135,0.23156082734196,0.659193706643559,0.199843279484328,0.0421755417004734,0.16950673945429,0.160856744611812,0.242071604412149,0.0254900000184501,4.06484533224696e-20,0.0220327636253804,2.24251615119793e-07,2.80760037210703e-62,8.47223589869125e-06,0.352024518620766,0.000165847325550611,0.000355268807691691,5.9555248235908e-08,0.573899409266582
"Total gd Cells (gdTCR CD3hi + CD3lo)","red",-0.0807662379983905,-0.00856291333459822,0.120043784261543,0.510283108536228,-0.0305201676209486,-0.175777818164483,0.101580296215041,0.227728713482877,0.0340542529169995,-0.000661640019715432,0.0743657118828604,0.850191956902818,0.00787479044615092,8.9123892266553e-34,0.500735716785556,9.32355578224496e-05,0.0246819456386942,3.58089981780588e-07,0.452445586745269,0.988356380719626
"CD3+ gdTCR+ CD3hi","red",-0.0614042466669684,0.0428697597585218,0.104741026041128,0.505035189993358,0.0294626294338027,-0.104595659505998,0.027526762018614,0.0469415569926582,-0.0810290746609635,-0.0822558806577373,0.175208114814047,0.344147279825135,0.0205243326460362,5.17050178918732e-33,0.515698040582795,0.0207012580571945,0.543674391063962,0.300225762439221,0.0734245427236841,0.069159225177977
"% DN CD161+ Va7.2- d6","red",-0.228300469724146,0.0766766739217112,0.04118133947931,0.502777582814115,0.120488513480692,0.0329501584138295,0.152888616807701,-0.00724955142176986,0.133050674127902,0.0627518155002589,3.34111055847025e-07,0.0903161265419775,0.363502130152603,1.09130669612368e-32,0.00764613937496661,0.467243812685617,0.000693364801005292,0.87295697271084,0.00320063119744187,0.16590975256612
"%DN CD161+ Va7.2- d0","red",-0.192243905254953,0.115887021291744,0.0845209285789585,0.489937652961896,0.0916858438075539,-0.0195388226891963,0.0265866249682064,-0.2073520892409,0.0784102344584855,-0.109932186266361,1.86670986763349e-05,0.010325386217694,0.0618178402498507,6.88240492959333e-31,0.042707226001814,0.666465396066748,0.557527303629046,3.76663061295849e-06,0.0832481715308907,0.0150106389895193
"% CD4+ CCR7+ RO- CD31- CXCR3+ d0","red",0.0414821608753231,-0.142555361432852,-0.0468289334084813,-0.36352647553516,0.0348200761526268,-0.0761582593179153,0.197625019626655,0.283109769312005,0.0327255493978461,0.242492186940015,0.36000491076401,0.00157518158943202,0.301388138946535,1.0066102847418e-16,0.442338240068922,0.0925208374787327,1.07030998676526e-05,1.82516785627275e-10,0.47028667298882,5.64047644981048e-08
"% CD4+ CCR7+ RO- CD31+ CXCR3+ d0","red",0.15080241253874,-0.193206288120008,-0.116321158593786,-0.48045961142344,0.0442624490513637,-0.0703015655357485,0.0881498685821634,0.171596508141066,-0.0434971332823603,0.162755684577056,0.000821753136392745,1.69183920438182e-05,0.0100410839013146,1.31296019644634e-29,0.328685717232602,0.120531753230108,0.0514037986373788,0.000137189374544288,0.337125794442287,0.000301524907004744
"DN % RO- CD27+ d0","red",0.343704805138804,-0.117576509001557,-0.0915719492787308,-0.520811460451234,-0.0433031492953049,-0.28821348068775,-0.255476144880695,-0.28732299118618,-0.231456152112953,-0.122392490012149,5.26048133940112e-15,0.00925770890044507,0.0429666622893485,2.38553547472911e-35,0.339286966382425,8.28204886422334e-11,1.00231340449465e-08,9.51729227926208e-11,2.27161498712138e-07,0.00673288338538593
"% DN RO+ CCR6- INFg- TNFa+ d1","red",0.426951761385454,-0.0733684651288179,-0.22470091335738,-0.665602436159105,-0.189487612754527,-0.0240095152668505,-0.18200868061514,-0.0913022870171327,-0.291424614668116,-0.00782946751462898,4.38421968642749e-23,0.105134689239233,5.15332669413574e-07,6.98742806904154e-64,2.46749893455374e-05,0.596355833282965,5.15725724856265e-05,0.0435862151318231,4.99637050742042e-11,0.862890968889995
"CD4:CD8 d0","red",0.182361234591455,-0.0846504134590129,-0.230239378909469,-0.753514584424446,-0.0118949844116869,-0.00209287606590363,-0.0612238952023081,-0.14920897742154,-0.242961154826247,-0.046653374861048,4.98435456755437e-05,0.0614183727830231,2.63770480485576e-07,9.40342304248756e-91,0.793033123369842,0.963181052901677,0.176481404668541,0.000934259814649282,5.30816700299811e-08,0.303206011289356
"CD4:CD8 d6","red",0.160350472926474,-0.0985769860097926,-0.234468645106441,-0.754165416580101,-0.0627085352188771,-0.0685237090220659,-0.141492220983758,-0.142722475684776,-0.271252202567313,-0.174903779744412,0.000371036329459036,0.0292871965025072,1.56362394362807e-07,5.40204347976535e-91,0.16620252229608,0.130231552513437,0.00170888237974635,0.00155506075768993,1.0765184399986e-09,0.000101149702076012
"total % CD4+ d0","red",0.271895404441507,-0.109538754903852,-0.264741808336818,-0.870491812012841,-0.00995819903549504,0.0579498382994778,-0.0958316110596646,-0.254245474198844,-0.306150586949585,-0.103543776035043,9.79845638676462e-10,0.0153774587589747,2.75180884911107e-09,4.82524469326722e-152,0.826142999067975,0.200805379775932,0.0341232649965702,1.18557830796625e-08,4.53163843548709e-12,0.0220214574085455
"total % CD4+ d6","red",0.224920355899847,-0.132755621098092,-0.231922484335817,-0.872648765111723,-0.0414091666262935,0.0102902525231107,-0.186707049438088,-0.223412648211066,-0.266769172418928,-0.172590946353595,5.01999714015779e-07,0.00326958099408043,2.14471649091358e-07,1.06713915999083e-153,0.360851569020545,0.820442757711727,3.25657114732611e-05,6.0074158743987e-07,2.05997616789896e-09,0.000125249915901334
"%CD8+ MAIT d0","pink",-0.0410600359818154,0.143028720749568,-0.0463718323293925,0.0105855599657862,-0.0197142449287242,0.947985746422721,0.209520156530342,-0.0823911060296168,0.046401233771185,0.218548566410476,0.364918326577095,0.0015187995692241,0.306136465584674,0.815381243859488,0.663653558395133,2.95790452958136e-244,2.96393516308165e-06,0.0687017530177949,0.305829566457969,1.06311473236837e-06
"% CD8+ MAIT d1","pink",-0.0781751779959044,0.161368909516652,-0.0400058410619165,0.0331495627346546,-0.0508414504522897,0.925067269468214,0.22848107357737,-0.0523354836672006,0.101356120965846,0.214993649746397,0.0841795045894209,0.000339955154262684,0.377370119165048,0.464551554436099,0.26181014303675,6.86646697240085e-207,3.26863339168989e-07,0.24803208667314,0.0250026715555658,1.60030388114395e-06
"% CD8+ and DN MAIT","pink",-0.0315674547764284,0.222413604421611,-0.0106250410621048,0.0173723737270207,-0.00380503090828355,0.906038876675202,0.176545390356799,-0.0752697753907105,0.112331793940642,0.233659467711253,0.48614764312997,6.76180554244428e-07,0.814705122067894,0.701566259348833,0.933114534045962,5.31595428245493e-184,8.67698365545268e-05,0.0963993776943656,0.0129352973042703,1.72948777339175e-07
"%CD8+ MAIT d6","pink",-0.0568165198607018,0.234649626059315,-0.0156532945600856,0.0519092475716206,0.0184585900479451,0.901963870234232,0.184325947172074,-0.105578631451688,0.0999254875965979,0.216196377293966,0.209768910560175,1.52868324660424e-07,0.729882397327589,0.251910245181271,0.683882242659151,9.79130643605044e-180,4.11685957527e-05,0.0195302787622616,0.0271354110849041,1.39457584284877e-06
"% CD8+ RO+ CCR6+ d1","pink",-0.12318610644867,0.0842389493835639,-0.069498751858696,-0.0510504030519637,0.0129091118605401,0.8392988103266,0.234495878794432,0.0408724180169961,0.190320079853795,0.354453269654524,0.00638200371332213,0.0626951805444793,0.124839632697156,0.259852079858627,0.77583956638934,5.52262597148615e-131,1.55831735423349e-07,0.367115488875716,2.26902534763219e-05,6.37308277994859e-16
"% CD8+ M total CCR6+ d0","pink",0.00667631113878247,0.231653299183444,-0.0443660495234083,-0.00661929420131763,0.0139063985592877,0.814973478635611,0.00388253165055065,-0.461786609415035,-0.0450283792008513,0.128728368009577,0.882927298883423,2.21710873926773e-07,0.327553774103751,0.883920028723686,0.759037625947431,1.78957665696688e-117,0.931755496725498,3.36483182709603e-27,0.320376826350872,0.00435544305176436
"% CD8+ M CCR6+ CXCR3- d0","pink",0.00425083787561983,0.222786006449673,-0.0292192011813174,0.0162600816379869,-0.0735271362175448,0.752467323910085,-0.0269859512583765,-0.40734213027561,-0.095154848547401,0.0561938930669707,0.925299731213475,6.47053324717641e-07,0.51917458236874,0.719843258949373,0.104382539956222,2.28595495049953e-90,0.551622351399029,5.71149167373223e-21,0.0354149315858444,0.21481453634775
"% CD8+ RO+ CD27+ d0","pink",-0.0171776668731443,0.0157449648933456,-0.101317750723289,-0.0585613892252306,-0.00759943619055804,0.71462766503958,0.32769202163634,0.199788622136249,0.186720341644849,0.472122698668363,0.704753601400361,0.728362722814008,0.0250579266268916,0.196085896571451,0.866881220385351,1.30667869794842e-77,1.05309930093087e-13,8.52143725550613e-06,3.25228554896791e-05,1.62930843017879e-28
"CD8+ % RO+ CD27+ d0","pink",-0.0409278795237453,0.0328378694308816,-0.114648747181777,-0.0695816037152066,0.021949444426207,0.714138372116453,0.376986759377414,0.229271078897399,0.195484478900344,0.454487542090934,0.366465134436455,0.468763670429539,0.0111759134105907,0.124389588070233,0.628249782193789,1.85116297165584e-77,5.83318056197365e-18,2.96900373281659e-07,1.33781012844455e-05,2.68477372715616e-26
"% CD8+ RO+ CCR7- d0","pink",-0.277864752501544,-0.00429828226735618,0.00453312147136854,0.13663266403688,-0.0580367206841073,0.694928521973717,0.350400957260757,0.422989318549437,0.235130487085261,0.306221747961981,4.04361656633947e-10,0.924468461194513,0.920355087231672,0.00246272369581096,0.200129897291931,9.23040526200134e-72,1.42588112715426e-15,1.20366633123149e-22,1.43946503633105e-07,4.47788893260794e-12
"% CD8+ M CCR6+ CXCR3+ d0","pink",0.00859725775402759,0.1574733432137,-0.0529977598807985,-0.0425039146626681,0.146759080577426,0.598115160687788,0.0479010979068863,-0.372043817303211,0.0522020725355714,0.193980335168621,0.849598233302016,0.000473740174391745,0.242089269588919,0.348284414431558,0.00113525067412275,9.05520583485308e-49,0.290443361982433,1.68613856228508e-17,0.249241439080658,1.56260069885905e-05
"% DN RO+ CCR6+ d1","pink",-0.158658871980124,0.0805848990752023,-0.0346026813929248,0.0161401052967808,0.0546383762744172,0.596556768657531,0.0853456244012852,-0.0796603505168638,0.238143296203497,0.349425770663285,0.000428576572868629,0.0750207642415885,0.445194254319864,0.721824484481433,0.227799712518568,1.83706061544224e-48,0.0593098830536471,0.0784339108578891,9.8466051264927e-08,1.72781079039144e-15
"%DN MAIT d0","pink",0.0489811573487286,0.0824029740002035,0.0333303110889072,-0.0665336983979746,-0.054316199322406,0.562160864064081,0.0410550386397643,0.0341238557338429,0.0931879924708335,0.171225866159768,0.279690829205284,0.0686617218744904,0.462118633052977,0.141793337318782,0.230557471756047,4.35022076409616e-42,0.36497674323999,0.45152162740492,0.0394072851510658,0.000141906724033397
"% DN MAIT d6","pink",0.0534128018289615,0.101288633191741,0.0690349665542765,-0.0272280841908405,-0.0457151160026269,0.514045475686477,0.0841965259617286,0.0978863179329139,0.107786397341759,0.163096907073457,0.23841626489974,0.0250999276375304,0.127382288938256,0.548056845217022,0.313044453293593,2.47956281962074e-34,0.0628280593416456,0.0304448685018651,0.0171084912777358,0.000292711671814436
"DN % RO+ CD27+ d0","pink",-0.16796230451626,0.218251378493425,0.0374773063516027,0.327875114170243,0.0493815275443647,0.418644036264895,0.0495998016985317,-0.175061336986694,0.0961220493719028,0.147084650114989,0.000190537365721294,1.10038263108935e-06,0.408283461978941,1.01862452145224e-13,0.275774355687277,3.58810429716146e-22,0.273654953623192,9.96778927967567e-05,0.033581370559726,0.00110641862739986
"% DN in total MAIT d6","pink",-0.0210902817017043,0.0797257655818859,0.038134963290914,0.0400805351356727,0.00249562246693882,-0.0971752681036473,-0.0677924018178298,0.0782721019674144,0.0130151402269859,-0.0343343943224379,0.641763292969531,0.0781883474473945,0.400101772310066,0.37647935677491,0.956102287754229,0.0316774232030511,0.13439255400269,0.0837944620546274,0.774048106147262,0.448733268897306
"% CD8+ M CCR6- CXCR3+ d0","pink",-0.104681471947268,-0.0801518067867111,-0.121167334400747,-0.0512284311693078,0.100625137474892,-0.396821637720847,0.0595678154010318,0.05193889562695,0.128431977420058,0.12570140587298,0.0205966562572407,0.0766042454215942,0.0073085623556621,0.25819179809782,0.0260735976552952,6.84055893867191e-20,0.188496318913823,0.251639132518185,0.00444698412912644,0.00537570590452755
"% CD8+ nonMAIT total GzA+ d1","turquoise",-0.308399681534685,-0.273687643930344,0.0613233999667004,0.158031773249912,-0.012616491123363,-0.132261830431213,0.469339589727511,0.946087756439629,0.259698372246777,0.173224208852499,3.10309961972798e-12,7.52880427230374e-10,0.175778048711171,0.000451941567251522,0.780789845803435,0.00338799662806856,3.71955523225952e-28,1.44161649131889e-240,5.59622859928001e-09,0.000118163273932164
