comparison,modality,variable,n_A,n_B,mean_A,mean_B,median_A,median_B,delta_mean,cohen_d,p_value,fdr_q
control_like_ME_CFS vs ME_CFS_like_control,immune_res,immune_res__total % CD8+ d0,14,21,-1.7475080238723009,-0.2812474737143921,-1.130328611209181,0.7688641773603601,-1.4662605501579087,-0.23208091459743527,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_res,immune_res__% CD4+ RO+ CD161- IL-17- INFg+ d6,14,21,-0.8635761856420283,0.15495301346441692,-2.12732004701859,-0.6633298888651402,-1.0185291991064451,-0.17539657435850373,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_res,immune_res__% CD4+ RO+ CCR6+ IL-22+ IL-17+ d1,14,21,-0.3485084426176751,-0.14729691920184088,-0.4657013316659805,-0.3486028631274901,-0.20121152341583423,-0.3896527371446709,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_res,immune_res__% CD8+ RO+ CCR6+ IL-17+ INFg- d1,14,21,-0.053094537298229924,0.09159401295104162,-0.18280205696081686,-0.15753806405638,-0.14468855024927155,-0.24226050918751513,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00087,14,21,149.70886266135366,151.62771621550772,137.6875453510656,128.7875291884747,-1.9188535541540546,-0.02088588354996082,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00548,14,21,3238.3080775012454,3114.84050109949,3241.205253753975,3097.0170828897,123.4675764017552,0.21212727341910906,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00658,14,21,441.14342261889914,357.9637983271777,378.08570798632695,273.452005106635,83.17962429172144,0.3160909106342351,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00681,14,21,29.77413557613088,78.20784620335218,32.629224552345526,33.3684681560127,-48.433710627221295,-0.4311805792733611,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00930,14,21,1195.422968842938,1246.8934003145666,1185.8917437332302,1235.0280425005449,-51.47043147162867,-0.4076742829175706,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K01176,14,21,1340.1389856830049,1205.4496285199561,1161.7093084609892,1004.002097044598,134.68935716304873,0.2090810346755119,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K01235,14,21,875.0872709749639,733.3047613130236,877.0511699481376,661.0331346136985,141.78250966194025,0.388027597303207,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K01442,14,21,2005.6547393406643,1884.4463301899389,1963.5470592758265,1879.65534766508,121.2084091507254,0.350028334248818,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K01698,14,21,199.16846460392676,244.2517815171421,199.96862715268367,205.35408506334153,-45.08331691321533,-0.3782842523471171,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K01761,14,21,27.740552566563377,32.31869672410606,23.313645623404398,29.4754440408208,-4.578144157542685,-0.19055936686738845,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K01804,14,21,1772.5778044851793,1902.8133529014729,1753.1714385475848,1814.1142453940402,-130.23554841629357,-0.2522071765662959,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02026,14,21,873.251288753054,980.2582801259116,890.8261957095954,982.4148895001686,-107.00699137285756,-0.3146409703833847,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02203,14,21,206.62767425839664,248.0262339770164,194.07305699506782,233.35073637353452,-41.398559718619765,-0.3700924960953675,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02342,14,21,1250.2685513726258,1119.2975114943542,1208.9718232945797,1189.25603875693,130.97103987827154,0.5501398965028148,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02355,14,21,8258.800317167257,9283.220497968121,7876.454874442339,8443.118760226826,-1024.4201808008638,-0.4749740661324201,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02406,14,21,487.79578117415724,689.8215243446214,488.3649253477743,512.0648336308,-202.02574317046412,-0.4982444834802728,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02445,14,21,303.99598100468796,376.7208339438349,255.4914712168819,256.765806356101,-72.72485293914696,-0.31126393545762654,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02575,14,21,20.86253193744176,47.112556960069284,15.790901373326085,10.0790492614177,-26.250025022627526,-0.23543255315592673,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03523,14,21,238.01536558113807,277.9062888578984,229.46790198158612,279.691647031475,-39.89092327676033,-0.3420845766270801,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03741,14,21,311.20392195451296,255.18942860480317,256.9737025836275,256.714441946047,56.014493349709795,0.49973691387771585,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03931,14,21,1601.0777324713538,1332.3465945009464,1669.911545306762,1223.344788662241,268.7311379704074,0.3386207917015449,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K04027,14,21,27.186055055613615,24.39597577417822,19.45993879900595,15.8347480325882,2.7900792814353963,0.10705269445534303,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K04029,14,21,52.5702900488749,53.48444749758986,49.436013398448,43.17919422876365,-0.9141574487149597,-0.02788812923402715,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K06016,14,21,85.79077638451919,107.36583650978528,82.24295539761496,99.2424268433135,-21.57506012526609,-0.39329763554190755,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K06183,14,21,203.6581194827359,248.6284667177601,187.50981355791532,231.499510698608,-44.97034723502418,-0.43245929403335054,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K07787,14,21,541.5514334692509,338.5013888778578,327.0783071246009,205.65089700862,203.05004459139315,0.3165094642475298,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K08169,14,21,951.6045660176993,830.7941028472987,870.0443105486436,774.98677239766,120.81046317040057,0.385797204217508,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K08303,14,21,4291.850383537022,4463.886054755339,4227.773319102182,4358.034793554345,-172.03567121831657,-0.4558515930638983,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K08369,14,21,40.57734654368753,87.97749038352534,42.94642377070306,46.9764889400581,-47.4001438398378,-0.4441953249715678,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K09810,14,21,636.5559829601641,587.1305194441316,622.527217954329,592.2558316342349,49.42546351603255,0.3211196422064238,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K09922,14,21,285.6283099335029,262.90620758940247,276.9652230130948,259.953780201656,22.72210234410045,0.3419909355693974,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K10202,14,21,159.71499860113494,194.35201321261124,152.41304414080815,197.654063014326,-34.6370146114763,-0.37550786267590125,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K10206,14,21,2688.85386319977,2477.1597491768616,2619.742536826512,2544.99705312876,211.69411402290825,0.4421034789036917,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K11749,14,21,1552.0725395698917,1470.7447405688354,1543.7841714644067,1424.747961458745,81.32779900105629,0.34342997082923754,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K19147,14,21,41.59857256841011,57.867074751504894,30.589336657935892,48.3451105654495,-16.268502183094782,-0.3818703899961418,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K19225,14,21,273.0500841352694,226.0472725978333,267.24351681084613,195.57473117038148,47.00281153743609,0.3246589834624204,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K19334,14,21,20.90168379874014,37.47382359579402,16.993429792948348,21.765033118837458,-16.572139797053882,-0.5380925488122648,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K23078,14,21,20.561466365146533,23.14734524384498,5.324068014334758,11.495013486080255,-2.5858788786984483,-0.06510031023641104,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K23352,14,21,127.86218871705758,156.22694047996768,129.4444776732833,153.825351799157,-28.364751762910103,-0.4627600706416981,0.3372339544842744,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K07251,14,21,2.112423056228253,13.404299760305332,0.8519636990181536,0.0,-11.29187670407708,-0.2833902645137919,0.33917852381615365,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K07696,14,21,0.4756260286189099,0.82749433425984,0.09903417716075484,0.575318416482977,-0.3518683056409301,-0.3803949105723041,0.33917852381615365,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K18657,14,21,1.4787393669294335,5.716723353731617,0.20612578040149832,0.0,-4.237983986802184,-0.2687857475913379,0.3411748241013718,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K09780,14,21,1.8867047596316464,7.023852755540814,1.29418259068008,0.389944998528577,-5.137147995909167,-0.3000680769083322,0.3418485975980202,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K19745,14,21,3.6012793088450716,21.23726815687102,1.4219576752519167,0.295430713090501,-17.63598884802595,-0.29589347778111086,0.3418485975980202,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00996,14,21,2.739955057632179,2.0673579428804008,0.5970401988790816,0.0,0.6725971147517784,0.12574481586239147,0.3430667576753277,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03196,14,21,2.297310797069852,1.0449770711739836,0.6650088123325607,0.0,1.2523337258958682,0.35514091614098625,0.3430667576753277,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03482,14,21,1.3352492945107344,10.620542603350605,0.0,0.76790886393001,-9.28529330883987,-0.3217687358464791,0.3430667576753277,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K11031,14,21,88.91767572020629,119.7029514586684,40.4537672795582,77.854177826892,-30.785275738462104,-0.24693967693167038,0.34459333878169696,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_pct,immune_pct__viable total CD8+ d6,14,21,98.63452380952381,98.13809523809522,98.83333333333334,98.5,0.496428571428595,0.42454787384599796,0.3456096407513636,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K11107,14,21,1.5526891652052994,5.220250001961794,0.6062276623036968,0.0,-3.667560836756495,-0.2611505700379292,0.3463486784455083,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K21750,14,21,3.48238767766544,2.652039531945893,0.0,0.0,0.830348145719547,0.09728692458658642,0.34689323376955883,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03191,14,21,3.847283169771545,1.9243867781228783,1.9927103041787566,2.03190246434643,1.9228963916486665,0.5752476631964738,0.3469215562426833,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03713,14,21,2.840872914365569,1.6545207308282652,1.4520515086423968,0.51101783171832,1.1863521835373039,0.34463397714698385,0.3469215562426833,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K07104,14,21,3.5094404987979595,1.2038699107942332,1.3588540518227532,1.22405559840631,2.305570588003726,0.7530272817545737,0.3469215562426833,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K11911,14,21,4.378131997169342,40.03229577703851,0.42233438052330996,1.74294161267705,-35.65416377986917,-0.3119348951627364,0.3469215562426833,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K18205,14,21,9.518838937572733,16.50976536397386,5.127480556534465,14.9582788285574,-6.990926426401126,-0.4442705420491017,0.3469215562426833,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03745,14,21,2.1170278289266915,4.232639674459814,0.8029979289496743,0.0,-2.1156118455331225,-0.21054694967829052,0.34743958030184363,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K09823,14,21,2.5129736205683395,14.24169691183852,0.5559849369569074,0.0,-11.728723291270182,-0.29003110338548144,0.34743958030184363,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K10680,14,21,3.048136360386688,18.74428202550443,0.352806207992336,0.0,-15.69614566511774,-0.3152631349040723,0.348936369493146,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K21562,14,21,0.6294191988042303,0.7428366179704368,0.3589209063768032,0.0,-0.11341741916620651,-0.08950444311644877,0.348936369493146,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K21741,14,21,1.1773868525690168,9.888427485971382,0.0,0.1326942701697495,-8.711040633402366,-0.3225450447657708,0.348936369493146,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02245,14,21,2.265870509668546,1.6547972883343032,1.435275354735074,1.25422263242814,0.6110732213342429,0.27631052482401486,0.3503792457516084,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,species,species__Eubacterium_siraeum,14,21,0.001325901209531712,0.005779404685512455,0.0,0.0,-0.004453503475980743,-0.5253708740879217,0.35072556015974465,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K14475,14,21,0.7210454178405058,0.7925100022765096,0.1120579357041055,0.0,-0.07146458443600379,-0.039085551466544736,0.3515905210251177,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00108,14,21,4.098926744110963,32.37535734048912,1.666646667683555,3.6844305051026,-28.276430596378155,-0.3008225137259511,0.35256479493313697,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K16090,14,21,7.10595843477134,36.280929371649336,1.3632736232859577,2.79135096250461,-29.174970936877997,-0.2867994363073354,0.35256479493313697,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K22441,14,21,3.628568721872336,2.2198335843568096,1.3868725564435558,1.71868829817064,1.4087351375155266,0.4224396969860542,0.35256479493313697,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02550,14,21,2.2928493234939937,30.455180585074675,0.35910088470792,0.76790886393001,-28.162331261580682,-0.3255685816447483,0.3526318585587982,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K16321,14,21,4.860508107303531,27.550330641901354,1.073185264459931,0.2956057191056935,-22.689822534597823,-0.2640660948657973,0.3526318585587982,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02569,14,21,3.9059134497814947,11.827021733775515,1.9762321110845633,0.80073681756715,-7.921108283994021,-0.26978831657117425,0.3534535115156514,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00841,14,21,8.755427794528611,4.795164481174889,3.50952400036963,2.50844526485628,3.960263313353722,0.43730665032651583,0.35378492442981446,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02242,14,21,3.9793578313745424,3.443013637534419,1.4955397529626977,1.25422263242814,0.5363441938401232,0.11054505614679849,0.35378492442981446,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02009,14,21,10.669688715599278,9.205150014925799,6.434431840192374,6.41392036628665,1.4645387006734794,0.17134575718615774,0.3543250876111571,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K16868,14,21,9.79665552914805,13.366137290896946,8.060107850659408,5.607377554224341,-3.5694817617488965,-0.14525672722534128,0.3543250876111571,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K23231,14,21,10.205327764810093,5.118369704870536,5.500049518943857,3.95868700814705,5.086958059939557,0.602489850047143,0.3543250876111571,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_pct,immune_pct__% CD8+ nonMAIT INFg+ TNFa+ d1,14,21,0.6729761904761905,0.6263095238095239,0.75,0.55,0.046666666666666634,0.10547207704094522,0.35435880474104353,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_res,immune_res__% CD8+ nonMAIT INFg+ TNFa+ d1,14,21,0.6729761904761905,0.6263095238095239,0.75,0.55,0.046666666666666634,0.10547207704094522,0.35435880474104353,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_pct,immune_pct__total % CD8+ d0,14,21,24.97738095238096,26.633333333333333,23.541666666666664,27.4,-1.6559523809523746,-0.22257600921755466,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_pct,immune_pct__%DN CD161+ Va7.2- d0,14,21,46.1827380952381,40.33809523809524,51.675,40.3,5.844642857142858,0.2860625284010439,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_pct,immune_pct__%CD8+ MAIT d6,14,21,11.57845238095238,15.008095238095239,8.961666666666666,12.15,-3.429642857142859,-0.35328820755544477,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_pct,immune_pct__% CD8+ RO+ Va7.2- INFg+ TNFa- d6,14,21,5.939523809523808,6.631428571428573,5.137499999999999,6.175,-0.6919047619047642,-0.18480818004181634,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_pct,immune_pct__% CD4+ RO+ CCR6- total INFg+ d1,14,21,18.010595238095238,19.231738095238093,16.972499999999997,20.295,-1.2211428571428549,-0.18089270746105635,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_pct,immune_pct__% CD8+ nonMAIT INFg- GzA+ d1,14,21,30.426309523809525,24.009523809523813,29.075,21.65,6.416785714285712,0.39043509921526776,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_pct,immune_pct__% CD8+ nonMAIT total GzA+ d1,14,21,37.96761904761905,29.594285714285714,36.7625,29.6,8.373333333333338,0.44778510892080303,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_res,immune_res__DN % RO+ CD27+ d0,14,21,2.247072786444377,-3.262041576858593,1.06468068316554,-2.282337015493535,5.50911436330297,0.33003988628252756,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_res,immune_res__%CD8+ MAIT d6,14,21,11.57845238095238,15.008095238095239,8.961666666666666,12.15,-3.429642857142859,-0.35328820755544477,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_res,immune_res__CD4+ CCR6+ as % of RO+,14,21,2.259401185210472,-0.24865423193682876,1.7528924962152241,-3.493812205402131,2.5080554171473004,0.251412911802805,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_res,immune_res__% CD4+ RO+ CCR6- total INFg+ d1,14,21,18.010595238095238,19.231738095238093,16.9725,20.295,-1.2211428571428549,-0.18089270746105635,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,immune_res,immune_res__% CD8+ RO- CCR6- IL4- GMCSF+ d1,14,21,-1.115745867907213,-0.2730910291224544,-1.7282556069680899,-1.2305145453827515,-0.8426548387847586,-0.3427086820506247,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00060,14,21,43.39769810865674,70.57595718306185,20.980828929886783,16.3275388326211,-27.178259074405105,-0.20748364914931483,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00230,14,21,21.90729026218818,25.054405332821368,15.91862527229458,8.36534106614066,-3.1471150706331876,-0.08494858150781294,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00366,14,21,28.490834198807896,37.413799794794436,23.956546511150783,33.662749104636,-8.92296559598654,-0.40931039178219636,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00426,14,21,963.0825884939893,914.2967003490272,965.2385196951047,861.421970075281,48.78588814496209,0.19191532647365062,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00819,14,21,417.67084078810154,342.08895733023235,359.3376608002111,323.150677979265,75.5818834578692,0.4210206131590354,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00891,14,21,647.2279974774543,613.3879003754739,628.8184312883595,606.9117791995025,33.840097101980405,0.31259562260354345,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K00954,14,21,634.405333325629,605.4879580138063,645.677910233261,625.472547287234,28.917375311822752,0.4482381675021839,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K01179,14,21,1769.9408871023677,1575.1999646681534,1657.9849748770866,1447.99489120877,194.74092243421433,0.24474741316987503,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K01227,14,21,53.00144067936026,64.02502755766007,32.815542837190506,47.407921434890994,-11.02358687829981,-0.21122300738639105,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K01255,14,21,59.7204795120528,95.05013485333805,45.17509846679303,55.26713519020985,-35.32965534128525,-0.3342461835934169,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K01449,14,21,106.72676615248818,95.4272150182688,109.599946714891,89.77267223726885,11.299551134219385,0.2467086060196537,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K01520,14,21,635.0102495051785,610.7685259553936,624.7010218615262,605.2191817422649,24.24172354978498,0.3434355705979791,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02082,14,21,76.63516613729693,104.49358104390943,50.565578808142334,64.40672483680645,-27.858414906612495,-0.33446657237418936,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02107,14,21,12.629328356690284,12.060246093010408,11.235848441922549,10.501504848346563,0.569082263679876,0.06800829862510986,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02115,14,21,1297.6035854629567,1374.487061083705,1264.5554795061225,1357.82964379444,-76.88347562074819,-0.3626306709745972,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02315,14,21,2036.2684426643884,2258.2708096493902,1942.9008390562124,2370.2173907033102,-222.0023669850018,-0.21319288621450116,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02388,14,21,51.136402349602825,68.10058882033307,44.87601580344568,58.322939498041904,-16.964186470730247,-0.4944738839691811,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02411,14,21,48.11379903598455,50.99557212045305,39.988490302436176,30.697824685613302,-2.881773084468499,-0.06518054896270985,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02688,14,21,25.350557046402862,40.28087110948483,21.193680037418773,10.0790492614177,-14.930314063081966,-0.19493344015877354,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02745,14,21,35.450944256213646,40.450065560082294,24.709288831576735,35.6934506139377,-4.999121303868648,-0.17479103326397122,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K02852,14,21,110.49397304215441,148.6955334274526,70.51198271564043,99.05039428809096,-38.201560385298194,-0.2586106351890692,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03091,14,21,992.0308557299812,1135.7498610993127,978.2169214416094,1173.220451292534,-143.7190053693315,-0.32877396933539005,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03517,14,21,1211.0158516389822,1173.4225685570195,1221.1905555929352,1148.1394191432,37.59328308196268,0.23893145689796683,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03581,14,21,1139.1362257156102,1495.9251259671905,1252.0518142064825,1212.3961257002104,-356.78890025158034,-0.5073792030572049,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K03642,14,21,37.49666841961061,64.99133965971926,18.894673403043477,29.0535800323903,-27.49467124010865,-0.26152589608410737,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K04654,14,21,142.03668141819804,187.33654954063306,127.79650059347051,142.771682072726,-45.299868122435015,-0.368325757467553,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K06385,14,21,275.4699744722548,326.63205379770375,239.64130565717034,336.131665490742,-51.16207932544893,-0.3760965305306157,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K06518,14,21,377.4228736467015,348.6343805049126,375.560507274497,355.4361018343555,28.788493141788877,0.39134488434534553,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K06879,14,21,16.850211079337946,34.6138135594002,14.273771124713583,16.3965748697648,-17.763602480062254,-0.33800121745222106,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K06970,14,21,154.89385794381653,93.94055584725204,102.11370923552809,76.15357752311661,60.953302096564485,0.4045382506210663,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K06993,14,21,56.490203635681006,69.00603773677064,52.02175603820574,72.5334125972156,-12.51583410108963,-0.32157751307775884,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K07080,14,21,172.7007300839305,202.70309621499487,169.74119908505747,197.449917034994,-30.002366131064377,-0.4295503745367106,0.35445992577652286,0.9338655736804545
control_like_ME_CFS vs ME_CFS_like_control,kegg,kegg__K07124,14,21,283.4561868359052,337.1032315551946,273.67813417421314,352.2683754813355,-53.6470447192894,-0.4118237767798453,0.35445992577652286,0.9338655736804545
